timestamp_start,timestamp_end,flow_key,src_ports,dst_ports,packet_count,tcp_flags_pattern,label
2025-01-05 11:21:51.361279,2025-01-05 11:21:51.361285,"('172.31.0.1', '172.31.0.2', '3377', '53208', 'TCP')","['3377', '53208']","['3377', '53208']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361309,2025-01-05 11:21:51.361314,"('172.31.0.1', '172.31.0.2', '3116', '46192', 'TCP')","['3116', '46192']","['3116', '46192']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361338,2025-01-05 11:21:51.361343,"('172.31.0.1', '172.31.0.2', '1806', '35366', 'TCP')","['1806', '35366']","['1806', '35366']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361367,2025-01-05 11:21:51.361373,"('172.31.0.1', '172.31.0.2', '4046', '51582', 'TCP')","['51582', '4046']","['4046', '51582']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361397,2025-01-05 11:21:51.361403,"('172.31.0.1', '172.31.0.2', '4341', '53846', 'TCP')","['53846', '4341']","['53846', '4341']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361426,2025-01-05 11:21:51.361431,"('172.31.0.1', '172.31.0.2', '2932', '33400', 'TCP')","['2932', '33400']","['2932', '33400']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361454,2025-01-05 11:21:51.361460,"('172.31.0.1', '172.31.0.2', '1488', '52784', 'TCP')","['1488', '52784']","['1488', '52784']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361484,2025-01-05 11:21:51.361489,"('172.31.0.1', '172.31.0.2', '512', '49100', 'TCP')","['512', '49100']","['512', '49100']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361512,2025-01-05 11:21:51.361518,"('172.31.0.1', '172.31.0.2', '3416', '40034', 'TCP')","['3416', '40034']","['3416', '40034']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361542,2025-01-05 11:21:51.361548,"('172.31.0.1', '172.31.0.2', '1817', '40768', 'TCP')","['1817', '40768']","['1817', '40768']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361572,2025-01-05 11:21:51.361578,"('172.31.0.1', '172.31.0.2', '780', '43372', 'TCP')","['43372', '780']","['43372', '780']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361601,2025-01-05 11:21:51.361606,"('172.31.0.1', '172.31.0.2', '536', '49860', 'TCP')","['536', '49860']","['536', '49860']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361629,2025-01-05 11:21:51.361635,"('172.31.0.1', '172.31.0.2', '2030', '58588', 'TCP')","['58588', '2030']","['58588', '2030']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361658,2025-01-05 11:21:51.361664,"('172.31.0.1', '172.31.0.2', '2824', '44626', 'TCP')","['44626', '2824']","['44626', '2824']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361687,2025-01-05 11:21:51.361693,"('172.31.0.1', '172.31.0.2', '327', '52776', 'TCP')","['52776', '327']","['52776', '327']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361716,2025-01-05 11:21:51.361722,"('172.31.0.1', '172.31.0.2', '3547', '39282', 'TCP')","['3547', '39282']","['3547', '39282']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361745,2025-01-05 11:21:51.361751,"('172.31.0.1', '172.31.0.2', '2946', '56844', 'TCP')","['2946', '56844']","['56844', '2946']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361773,2025-01-05 11:21:51.361779,"('172.31.0.1', '172.31.0.2', '4939', '47546', 'TCP')","['47546', '4939']","['47546', '4939']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361802,2025-01-05 11:21:51.361808,"('172.31.0.1', '172.31.0.2', '1133', '43246', 'TCP')","['43246', '1133']","['43246', '1133']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361831,2025-01-05 11:21:51.361837,"('172.31.0.1', '172.31.0.2', '3143', '53308', 'TCP')","['53308', '3143']","['53308', '3143']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361860,2025-01-05 11:21:51.361866,"('172.31.0.1', '172.31.0.2', '3657', '41520', 'TCP')","['3657', '41520']","['3657', '41520']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
2025-01-05 11:21:51.361889,2025-01-05 11:21:51.361897,"('172.31.0.1', '172.31.0.2', '916', '48528', 'TCP')","['48528', '916']","['48528', '916']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",1
