timestamp_start,timestamp_end,flow_key,src_ports,dst_ports,packet_count,tcp_flags_pattern,label
2025-01-05 11:24:06.190878,2025-01-05 11:24:06.190912,"('172.31.0.1', '172.31.0.2', '51', '54340', 'TCP')","['54340', '51']","['54340', '51']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:07.193874,2025-01-05 11:24:07.193911,"('172.31.0.1', '172.31.0.2', '52', '41650', 'TCP')","['41650', '52']","['41650', '52']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:08.197687,2025-01-05 11:24:08.197709,"('172.31.0.1', '172.31.0.2', '53', '45332', 'TCP')","['53', '45332']","['45332', '53']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:09.200662,2025-01-05 11:24:09.200683,"('172.31.0.1', '172.31.0.2', '54', '34696', 'TCP')","['34696', '54']","['34696', '54']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:10.203395,2025-01-05 11:24:10.203434,"('172.31.0.1', '172.31.0.2', '55', '50664', 'TCP')","['55', '50664']","['55', '50664']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:11.205597,2025-01-05 11:24:11.205620,"('172.31.0.1', '172.31.0.2', '56', '41720', 'TCP')","['56', '41720']","['56', '41720']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:12.209110,2025-01-05 11:24:12.209158,"('172.31.0.1', '172.31.0.2', '57', '54376', 'TCP')","['57', '54376']","['57', '54376']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:13.211498,2025-01-05 11:24:13.211520,"('172.31.0.1', '172.31.0.2', '58', '53630', 'TCP')","['53630', '58']","['53630', '58']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:14.214062,2025-01-05 11:24:14.214091,"('172.31.0.1', '172.31.0.2', '59', '59602', 'TCP')","['59602', '59']","['59602', '59']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:15.217278,2025-01-05 11:24:15.217300,"('172.31.0.1', '172.31.0.2', '60', '60826', 'TCP')","['60', '60826']","['60', '60826']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:16.220351,2025-01-05 11:24:16.220384,"('172.31.0.1', '172.31.0.2', '61', '36798', 'TCP')","['36798', '61']","['36798', '61']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:17.223273,2025-01-05 11:24:17.223306,"('172.31.0.1', '172.31.0.2', '62', '52606', 'TCP')","['52606', '62']","['52606', '62']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:18.226306,2025-01-05 11:24:18.226327,"('172.31.0.1', '172.31.0.2', '63', '52914', 'TCP')","['63', '52914']","['63', '52914']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:19.229250,2025-01-05 11:24:19.229272,"('172.31.0.1', '172.31.0.2', '64', '55558', 'TCP')","['55558', '64']","['55558', '64']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:20.232250,2025-01-05 11:24:20.232285,"('172.31.0.1', '172.31.0.2', '65', '47294', 'TCP')","['47294', '65']","['47294', '65']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:21.234502,2025-01-05 11:24:21.234522,"('172.31.0.1', '172.31.0.2', '66', '39322', 'TCP')","['66', '39322']","['66', '39322']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:22.236660,2025-01-05 11:24:22.236691,"('172.31.0.1', '172.31.0.2', '67', '52428', 'TCP')","['67', '52428']","['67', '52428']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:23.239399,2025-01-05 11:24:23.239433,"('172.31.0.1', '172.31.0.2', '68', '50410', 'TCP')","['50410', '68']","['50410', '68']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:24.241964,2025-01-05 11:24:24.241988,"('172.31.0.1', '172.31.0.2', '69', '34238', 'TCP')","['69', '34238']","['69', '34238']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:25.244596,2025-01-05 11:24:25.244622,"('172.31.0.1', '172.31.0.2', '70', '58308', 'TCP')","['58308', '70']","['58308', '70']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:26.247486,2025-01-05 11:24:26.247507,"('172.31.0.1', '172.31.0.2', '71', '48180', 'TCP')","['48180', '71']","['48180', '71']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:27.249941,2025-01-05 11:24:27.249970,"('172.31.0.1', '172.31.0.2', '72', '35034', 'TCP')","['72', '35034']","['72', '35034']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:28.253091,2025-01-05 11:24:28.253115,"('172.31.0.1', '172.31.0.2', '73', '56898', 'TCP')","['73', '56898']","['73', '56898']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:29.256081,2025-01-05 11:24:29.256100,"('172.31.0.1', '172.31.0.2', '74', '42486', 'TCP')","['42486', '74']","['42486', '74']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:30.259221,2025-01-05 11:24:30.259242,"('172.31.0.1', '172.31.0.2', '75', '53374', 'TCP')","['53374', '75']","['53374', '75']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:31.262240,2025-01-05 11:24:31.262273,"('172.31.0.1', '172.31.0.2', '76', '38442', 'TCP')","['38442', '76']","['38442', '76']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:32.264669,2025-01-05 11:24:32.264690,"('172.31.0.1', '172.31.0.2', '77', '38378', 'TCP')","['77', '38378']","['77', '38378']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:33.268183,2025-01-05 11:24:33.268210,"('172.31.0.1', '172.31.0.2', '78', '42590', 'TCP')","['78', '42590']","['78', '42590']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:34.271230,2025-01-05 11:24:34.271257,"('172.31.0.1', '172.31.0.2', '79', '52526', 'TCP')","['79', '52526']","['79', '52526']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:35.274327,2025-01-05 11:24:35.274381,"('172.31.0.1', '172.31.0.2', '80', '41210', 'TCP')","['41210', '80']","['41210', '80']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:36.277898,2025-01-05 11:24:36.277934,"('172.31.0.1', '172.31.0.2', '81', '46124', 'TCP')","['46124', '81']","['46124', '81']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:37.280331,2025-01-05 11:24:37.280353,"('172.31.0.1', '172.31.0.2', '82', '37972', 'TCP')","['82', '37972']","['82', '37972']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:38.282367,2025-01-05 11:24:38.282397,"('172.31.0.1', '172.31.0.2', '83', '42272', 'TCP')","['42272', '83']","['42272', '83']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:39.284723,2025-01-05 11:24:39.284751,"('172.31.0.1', '172.31.0.2', '84', '33916', 'TCP')","['84', '33916']","['84', '33916']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:40.286735,2025-01-05 11:24:40.286757,"('172.31.0.1', '172.31.0.2', '85', '47500', 'TCP')","['85', '47500']","['85', '47500']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:41.289647,2025-01-05 11:24:41.289681,"('172.31.0.1', '172.31.0.2', '86', '39366', 'TCP')","['86', '39366']","['86', '39366']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:42.292053,2025-01-05 11:24:42.292073,"('172.31.0.1', '172.31.0.2', '87', '54642', 'TCP')","['87', '54642']","['87', '54642']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:43.294179,2025-01-05 11:24:43.294199,"('172.31.0.1', '172.31.0.2', '88', '46446', 'TCP')","['88', '46446']","['88', '46446']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:44.296525,2025-01-05 11:24:44.296547,"('172.31.0.1', '172.31.0.2', '89', '40784', 'TCP')","['40784', '89']","['40784', '89']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:45.299922,2025-01-05 11:24:45.299944,"('172.31.0.1', '172.31.0.2', '90', '60486', 'TCP')","['60486', '90']","['60486', '90']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:46.304011,2025-01-05 11:24:46.304037,"('172.31.0.1', '172.31.0.2', '91', '50288', 'TCP')","['91', '50288']","['91', '50288']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:47.307394,2025-01-05 11:24:47.307438,"('172.31.0.1', '172.31.0.2', '92', '43636', 'TCP')","['43636', '92']","['43636', '92']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:48.310606,2025-01-05 11:24:48.310642,"('172.31.0.1', '172.31.0.2', '93', '53062', 'TCP')","['93', '53062']","['93', '53062']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:49.313821,2025-01-05 11:24:49.313843,"('172.31.0.1', '172.31.0.2', '94', '59022', 'TCP')","['59022', '94']","['59022', '94']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:50.317401,2025-01-05 11:24:50.317436,"('172.31.0.1', '172.31.0.2', '95', '35610', 'TCP')","['35610', '95']","['35610', '95']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:51.320314,2025-01-05 11:24:51.320349,"('172.31.0.1', '172.31.0.2', '96', '49496', 'TCP')","['49496', '96']","['49496', '96']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:52.324239,2025-01-05 11:24:52.324273,"('172.31.0.1', '172.31.0.2', '97', '56398', 'TCP')","['56398', '97']","['56398', '97']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:53.327636,2025-01-05 11:24:53.327671,"('172.31.0.1', '172.31.0.2', '98', '58548', 'TCP')","['98', '58548']","['98', '58548']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:54.331027,2025-01-05 11:24:54.331064,"('172.31.0.1', '172.31.0.2', '99', '57480', 'TCP')","['99', '57480']","['99', '57480']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:55.334813,2025-01-05 11:24:55.334836,"('172.31.0.1', '172.31.0.2', '100', '37316', 'TCP')","['37316', '100']","['100', '37316']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:56.338134,2025-01-05 11:24:56.338167,"('172.31.0.1', '172.31.0.2', '101', '52466', 'TCP')","['52466', '101']","['52466', '101']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:57.341260,2025-01-05 11:24:57.341295,"('172.31.0.1', '172.31.0.2', '102', '55026', 'TCP')","['55026', '102']","['55026', '102']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:58.345124,2025-01-05 11:24:58.345160,"('172.31.0.1', '172.31.0.2', '103', '49178', 'TCP')","['49178', '103']","['49178', '103']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:24:59.348087,2025-01-05 11:24:59.348123,"('172.31.0.1', '172.31.0.2', '104', '44542', 'TCP')","['44542', '104']","['44542', '104']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:25:00.351490,2025-01-05 11:25:00.351526,"('172.31.0.1', '172.31.0.2', '105', '38176', 'TCP')","['38176', '105']","['38176', '105']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:25:01.354364,2025-01-05 11:25:01.354399,"('172.31.0.1', '172.31.0.2', '106', '46102', 'TCP')","['106', '46102']","['46102', '106']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
2025-01-05 11:25:02.357825,2025-01-05 11:25:02.357859,"('172.31.0.1', '172.31.0.2', '107', '53346', 'TCP')","['53346', '107']","['53346', '107']",2,"[(1, 0, 0, 0, 0, 0), (0, 1, 0, 1, 0, 0)]",0
