start_request_time,end_request_time,start_response_time,end_response_time,duration,src_ip,dst_ip,src_port,dst_port,SYN,ACK,FIN,RST,URG,PSH
2025-01-08 13:16:14.266008,2025-01-08 13:16:14.266008,2025-01-08 13:16:14.266020,2025-01-08 13:16:14.266020,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['46170', '45091']","['46170', '45091']",1,1,0,1,0,0
2025-01-08 13:16:15.270019,2025-01-08 13:16:15.270019,2025-01-08 13:16:15.270030,2025-01-08 13:16:15.270030,1.1e-05,['127.0.0.1'],['127.0.0.1'],"['11606', '56274']","['56274', '11606']",1,1,0,1,0,0
2025-01-08 13:16:16.273786,2025-01-08 13:16:16.273786,2025-01-08 13:16:16.273797,2025-01-08 13:16:16.273797,1.1e-05,['127.0.0.1'],['127.0.0.1'],"['55426', '5662']","['55426', '5662']",1,1,0,1,0,0
2025-01-08 13:16:17.403174,2025-01-08 13:16:17.403174,2025-01-08 13:16:17.403204,2025-01-08 13:16:17.403204,3e-05,['127.0.0.1'],['127.0.0.1'],"['21', '42194']","['21', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403225,2025-01-08 13:16:17.403225,2025-01-08 13:16:17.403235,2025-01-08 13:16:17.403235,1e-05,['127.0.0.1'],['127.0.0.1'],"['42194', '25']","['25', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403251,2025-01-08 13:16:17.403251,2025-01-08 13:16:17.403260,2025-01-08 13:16:17.403260,9e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '22']","['42194', '22']",1,1,0,1,0,0
2025-01-08 13:16:17.403275,2025-01-08 13:16:17.403275,2025-01-08 13:16:17.403285,2025-01-08 13:16:17.403285,1e-05,['127.0.0.1'],['127.0.0.1'],"['23', '42194']","['23', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403301,2025-01-08 13:16:17.403301,2025-01-08 13:16:17.403310,2025-01-08 13:16:17.403310,9e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '28']","['42194', '28']",1,1,0,1,0,0
2025-01-08 13:16:17.403325,2025-01-08 13:16:17.403325,2025-01-08 13:16:17.403334,2025-01-08 13:16:17.403334,9e-06,['127.0.0.1'],['127.0.0.1'],"['48', '42194']","['48', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403350,2025-01-08 13:16:17.403350,2025-01-08 13:16:17.403359,2025-01-08 13:16:17.403359,9e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '35']","['35', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403374,2025-01-08 13:16:17.403374,2025-01-08 13:16:17.403383,2025-01-08 13:16:17.403383,9e-06,['127.0.0.1'],['127.0.0.1'],"['30', '42194']","['30', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403398,2025-01-08 13:16:17.403398,2025-01-08 13:16:17.403406,2025-01-08 13:16:17.403406,8e-06,['127.0.0.1'],['127.0.0.1'],"['37', '42194']","['37', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403425,2025-01-08 13:16:17.403425,2025-01-08 13:16:17.403434,2025-01-08 13:16:17.403434,9e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '26']","['42194', '26']",1,1,0,1,0,0
2025-01-08 13:16:17.403695,2025-01-08 13:16:17.403695,2025-01-08 13:16:17.403705,2025-01-08 13:16:17.403705,1e-05,['127.0.0.1'],['127.0.0.1'],"['42194', '6']","['42194', '6']",1,1,0,1,0,0
2025-01-08 13:16:17.403721,2025-01-08 13:16:17.403721,2025-01-08 13:16:17.403729,2025-01-08 13:16:17.403729,8e-06,['127.0.0.1'],['127.0.0.1'],"['10', '42194']","['10', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403744,2025-01-08 13:16:17.403744,2025-01-08 13:16:17.403754,2025-01-08 13:16:17.403754,1e-05,['127.0.0.1'],['127.0.0.1'],"['43', '42194']","['43', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403769,2025-01-08 13:16:17.403769,2025-01-08 13:16:17.403778,2025-01-08 13:16:17.403778,9e-06,['127.0.0.1'],['127.0.0.1'],"['12', '42194']","['12', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403793,2025-01-08 13:16:17.403793,2025-01-08 13:16:17.403802,2025-01-08 13:16:17.403802,9e-06,['127.0.0.1'],['127.0.0.1'],"['41', '42194']","['41', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403817,2025-01-08 13:16:17.403817,2025-01-08 13:16:17.403826,2025-01-08 13:16:17.403826,9e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '27']","['27', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403842,2025-01-08 13:16:17.403842,2025-01-08 13:16:17.403851,2025-01-08 13:16:17.403851,9e-06,['127.0.0.1'],['127.0.0.1'],"['34', '42194']","['34', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403866,2025-01-08 13:16:17.403866,2025-01-08 13:16:17.403875,2025-01-08 13:16:17.403875,9e-06,['127.0.0.1'],['127.0.0.1'],"['5', '42194']","['5', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403892,2025-01-08 13:16:17.403892,2025-01-08 13:16:17.403900,2025-01-08 13:16:17.403900,8e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '8']","['42194', '8']",1,1,0,1,0,0
2025-01-08 13:16:17.403916,2025-01-08 13:16:17.403916,2025-01-08 13:16:17.403924,2025-01-08 13:16:17.403924,8e-06,['127.0.0.1'],['127.0.0.1'],"['36', '42194']","['36', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403939,2025-01-08 13:16:17.403939,2025-01-08 13:16:17.403949,2025-01-08 13:16:17.403949,1e-05,['127.0.0.1'],['127.0.0.1'],"['20', '42194']","['20', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403960,2025-01-08 13:16:17.403960,2025-01-08 13:16:17.403966,2025-01-08 13:16:17.403966,6e-06,['127.0.0.1'],['127.0.0.1'],"['0', '42194']","['0', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403976,2025-01-08 13:16:17.403976,2025-01-08 13:16:17.403982,2025-01-08 13:16:17.403982,6e-06,['127.0.0.1'],['127.0.0.1'],"['44', '42194']","['44', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.403991,2025-01-08 13:16:17.403991,2025-01-08 13:16:17.403997,2025-01-08 13:16:17.403997,6e-06,['127.0.0.1'],['127.0.0.1'],"['24', '42194']","['24', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404008,2025-01-08 13:16:17.404008,2025-01-08 13:16:17.404014,2025-01-08 13:16:17.404014,6e-06,['127.0.0.1'],['127.0.0.1'],"['32', '42194']","['32', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404023,2025-01-08 13:16:17.404023,2025-01-08 13:16:17.404029,2025-01-08 13:16:17.404029,6e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '31']","['42194', '31']",1,1,0,1,0,0
2025-01-08 13:16:17.404039,2025-01-08 13:16:17.404039,2025-01-08 13:16:17.404044,2025-01-08 13:16:17.404044,5e-06,['127.0.0.1'],['127.0.0.1'],"['7', '42194']","['7', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404056,2025-01-08 13:16:17.404056,2025-01-08 13:16:17.404062,2025-01-08 13:16:17.404062,6e-06,['127.0.0.1'],['127.0.0.1'],"['19', '42194']","['19', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404071,2025-01-08 13:16:17.404071,2025-01-08 13:16:17.404077,2025-01-08 13:16:17.404077,6e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '40']","['42194', '40']",1,1,0,1,0,0
2025-01-08 13:16:17.404086,2025-01-08 13:16:17.404086,2025-01-08 13:16:17.404093,2025-01-08 13:16:17.404093,7e-06,['127.0.0.1'],['127.0.0.1'],"['14', '42194']","['14', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404392,2025-01-08 13:16:17.404392,2025-01-08 13:16:17.404397,2025-01-08 13:16:17.404397,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '2']","['42194', '2']",1,1,0,1,0,0
2025-01-08 13:16:17.404407,2025-01-08 13:16:17.404407,2025-01-08 13:16:17.404412,2025-01-08 13:16:17.404412,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '1']","['42194', '1']",1,1,0,1,0,0
2025-01-08 13:16:17.404420,2025-01-08 13:16:17.404420,2025-01-08 13:16:17.404425,2025-01-08 13:16:17.404425,5e-06,['127.0.0.1'],['127.0.0.1'],"['9', '42194']","['9', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404434,2025-01-08 13:16:17.404434,2025-01-08 13:16:17.404439,2025-01-08 13:16:17.404439,5e-06,['127.0.0.1'],['127.0.0.1'],"['11', '42194']","['11', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404448,2025-01-08 13:16:17.404448,2025-01-08 13:16:17.404453,2025-01-08 13:16:17.404453,5e-06,['127.0.0.1'],['127.0.0.1'],"['49', '42194']","['49', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404461,2025-01-08 13:16:17.404461,2025-01-08 13:16:17.404466,2025-01-08 13:16:17.404466,5e-06,['127.0.0.1'],['127.0.0.1'],"['16', '42194']","['16', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404474,2025-01-08 13:16:17.404474,2025-01-08 13:16:17.404480,2025-01-08 13:16:17.404480,6e-06,['127.0.0.1'],['127.0.0.1'],"['4', '42194']","['4', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404489,2025-01-08 13:16:17.404489,2025-01-08 13:16:17.404494,2025-01-08 13:16:17.404494,5e-06,['127.0.0.1'],['127.0.0.1'],"['42', '42194']","['42', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404503,2025-01-08 13:16:17.404503,2025-01-08 13:16:17.404507,2025-01-08 13:16:17.404507,4e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '33']","['33', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404516,2025-01-08 13:16:17.404516,2025-01-08 13:16:17.404521,2025-01-08 13:16:17.404521,5e-06,['127.0.0.1'],['127.0.0.1'],"['29', '42194']","['29', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404530,2025-01-08 13:16:17.404530,2025-01-08 13:16:17.404535,2025-01-08 13:16:17.404535,5e-06,['127.0.0.1'],['127.0.0.1'],"['15', '42194']","['15', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404543,2025-01-08 13:16:17.404543,2025-01-08 13:16:17.404548,2025-01-08 13:16:17.404548,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '17']","['42194', '17']",1,1,0,1,0,0
2025-01-08 13:16:17.404557,2025-01-08 13:16:17.404557,2025-01-08 13:16:17.404562,2025-01-08 13:16:17.404562,5e-06,['127.0.0.1'],['127.0.0.1'],"['18', '42194']","['18', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404570,2025-01-08 13:16:17.404570,2025-01-08 13:16:17.404576,2025-01-08 13:16:17.404576,6e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '46']","['42194', '46']",1,1,0,1,0,0
2025-01-08 13:16:17.404585,2025-01-08 13:16:17.404585,2025-01-08 13:16:17.404590,2025-01-08 13:16:17.404590,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '39']","['42194', '39']",1,1,0,1,0,0
2025-01-08 13:16:17.404599,2025-01-08 13:16:17.404599,2025-01-08 13:16:17.404604,2025-01-08 13:16:17.404604,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '47']","['42194', '47']",1,1,0,1,0,0
2025-01-08 13:16:17.404612,2025-01-08 13:16:17.404612,2025-01-08 13:16:17.404617,2025-01-08 13:16:17.404617,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '50']","['42194', '50']",1,1,0,1,0,0
2025-01-08 13:16:17.404626,2025-01-08 13:16:17.404626,2025-01-08 13:16:17.404631,2025-01-08 13:16:17.404631,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '45']","['42194', '45']",1,1,0,1,0,0
2025-01-08 13:16:17.404639,2025-01-08 13:16:17.404639,2025-01-08 13:16:17.404644,2025-01-08 13:16:17.404644,5e-06,['127.0.0.1'],['127.0.0.1'],"['13', '42194']","['13', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404653,2025-01-08 13:16:17.404653,2025-01-08 13:16:17.404658,2025-01-08 13:16:17.404658,5e-06,['127.0.0.1'],['127.0.0.1'],"['3', '42194']","['3', '42194']",1,1,0,1,0,0
2025-01-08 13:16:17.404666,2025-01-08 13:16:17.404666,2025-01-08 13:16:17.404671,2025-01-08 13:16:17.404671,5e-06,['127.0.0.1'],['127.0.0.1'],"['42194', '38']","['42194', '38']",1,1,0,1,0,0
2025-01-08 13:16:18.519245,2025-01-08 13:16:18.519245,2025-01-08 13:16:18.519255,2025-01-08 13:16:18.519255,1e-05,['127.0.0.1'],['127.0.0.1'],"['5103', '55290']","['5103', '55290']",1,1,0,1,0,0
2025-01-08 13:16:19.523598,2025-01-08 13:16:19.523598,2025-01-08 13:16:19.523609,2025-01-08 13:16:19.523609,1.1e-05,['127.0.0.1'],['127.0.0.1'],"['5758', '47096']","['47096', '5758']",1,1,0,1,0,0
2025-01-08 13:16:20.527905,2025-01-08 13:16:20.527905,2025-01-08 13:16:20.527917,2025-01-08 13:16:20.527917,1.2e-05,['127.0.0.1'],['127.0.0.1'],"['16409', '43666']","['16409', '43666']",1,1,0,1,0,0
2025-01-08 13:16:21.660706,2025-01-08 13:16:21.660706,2025-01-08 13:16:21.660730,2025-01-08 13:16:21.660730,2.4e-05,['127.0.0.1'],['127.0.0.1'],"['35593', '22']","['35593', '22']",1,1,0,1,0,0
2025-01-08 13:16:21.660746,2025-01-08 13:16:21.660746,2025-01-08 13:16:21.660753,2025-01-08 13:16:21.660753,7e-06,['127.0.0.1'],['127.0.0.1'],"['23', '35593']","['23', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.660763,2025-01-08 13:16:21.660763,2025-01-08 13:16:21.660769,2025-01-08 13:16:21.660769,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '25']","['35593', '25']",1,1,0,1,0,0
2025-01-08 13:16:21.660779,2025-01-08 13:16:21.660779,2025-01-08 13:16:21.660784,2025-01-08 13:16:21.660784,5e-06,['127.0.0.1'],['127.0.0.1'],"['21', '35593']","['21', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.660796,2025-01-08 13:16:21.660796,2025-01-08 13:16:21.660801,2025-01-08 13:16:21.660801,5e-06,['127.0.0.1'],['127.0.0.1'],"['30', '35593']","['30', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.660811,2025-01-08 13:16:21.660811,2025-01-08 13:16:21.660817,2025-01-08 13:16:21.660817,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '12']","['12', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.660827,2025-01-08 13:16:21.660827,2025-01-08 13:16:21.660832,2025-01-08 13:16:21.660832,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '27']","['35593', '27']",1,1,0,1,0,0
2025-01-08 13:16:21.660843,2025-01-08 13:16:21.660843,2025-01-08 13:16:21.660848,2025-01-08 13:16:21.660848,5e-06,['127.0.0.1'],['127.0.0.1'],"['16', '35593']","['16', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.660858,2025-01-08 13:16:21.660858,2025-01-08 13:16:21.660863,2025-01-08 13:16:21.660863,5e-06,['127.0.0.1'],['127.0.0.1'],"['18', '35593']","['18', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.660876,2025-01-08 13:16:21.660876,2025-01-08 13:16:21.660882,2025-01-08 13:16:21.660882,6e-06,['127.0.0.1'],['127.0.0.1'],"['11', '35593']","['11', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661093,2025-01-08 13:16:21.661093,2025-01-08 13:16:21.661099,2025-01-08 13:16:21.661099,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '28']","['35593', '28']",1,1,0,1,0,0
2025-01-08 13:16:21.661109,2025-01-08 13:16:21.661109,2025-01-08 13:16:21.661115,2025-01-08 13:16:21.661115,6e-06,['127.0.0.1'],['127.0.0.1'],"['34', '35593']","['34', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661125,2025-01-08 13:16:21.661125,2025-01-08 13:16:21.661131,2025-01-08 13:16:21.661131,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '31']","['35593', '31']",1,1,0,1,0,0
2025-01-08 13:16:21.661141,2025-01-08 13:16:21.661141,2025-01-08 13:16:21.661146,2025-01-08 13:16:21.661146,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '39']","['35593', '39']",1,1,0,1,0,0
2025-01-08 13:16:21.661156,2025-01-08 13:16:21.661156,2025-01-08 13:16:21.661162,2025-01-08 13:16:21.661162,6e-06,['127.0.0.1'],['127.0.0.1'],"['5', '35593']","['5', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661171,2025-01-08 13:16:21.661171,2025-01-08 13:16:21.661177,2025-01-08 13:16:21.661177,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '29']","['35593', '29']",1,1,0,1,0,0
2025-01-08 13:16:21.661187,2025-01-08 13:16:21.661187,2025-01-08 13:16:21.661193,2025-01-08 13:16:21.661193,6e-06,['127.0.0.1'],['127.0.0.1'],"['0', '35593']","['0', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661202,2025-01-08 13:16:21.661202,2025-01-08 13:16:21.661208,2025-01-08 13:16:21.661208,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '33']","['35593', '33']",1,1,0,1,0,0
2025-01-08 13:16:21.661218,2025-01-08 13:16:21.661218,2025-01-08 13:16:21.661224,2025-01-08 13:16:21.661224,6e-06,['127.0.0.1'],['127.0.0.1'],"['36', '35593']","['36', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661235,2025-01-08 13:16:21.661235,2025-01-08 13:16:21.661240,2025-01-08 13:16:21.661240,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '46']","['35593', '46']",1,1,0,1,0,0
2025-01-08 13:16:21.661250,2025-01-08 13:16:21.661250,2025-01-08 13:16:21.661256,2025-01-08 13:16:21.661256,6e-06,['127.0.0.1'],['127.0.0.1'],"['24', '35593']","['24', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661265,2025-01-08 13:16:21.661265,2025-01-08 13:16:21.661270,2025-01-08 13:16:21.661270,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '6']","['35593', '6']",1,1,0,1,0,0
2025-01-08 13:16:21.661281,2025-01-08 13:16:21.661281,2025-01-08 13:16:21.661287,2025-01-08 13:16:21.661287,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '8']","['35593', '8']",1,1,0,1,0,0
2025-01-08 13:16:21.661297,2025-01-08 13:16:21.661297,2025-01-08 13:16:21.661303,2025-01-08 13:16:21.661303,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '2']","['35593', '2']",1,1,0,1,0,0
2025-01-08 13:16:21.661312,2025-01-08 13:16:21.661312,2025-01-08 13:16:21.661318,2025-01-08 13:16:21.661318,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '50']","['35593', '50']",1,1,0,1,0,0
2025-01-08 13:16:21.661328,2025-01-08 13:16:21.661328,2025-01-08 13:16:21.661334,2025-01-08 13:16:21.661334,6e-06,['127.0.0.1'],['127.0.0.1'],"['32', '35593']","['32', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661344,2025-01-08 13:16:21.661344,2025-01-08 13:16:21.661349,2025-01-08 13:16:21.661349,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '17']","['35593', '17']",1,1,0,1,0,0
2025-01-08 13:16:21.661361,2025-01-08 13:16:21.661361,2025-01-08 13:16:21.661367,2025-01-08 13:16:21.661367,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '45']","['35593', '45']",1,1,0,1,0,0
2025-01-08 13:16:21.661377,2025-01-08 13:16:21.661377,2025-01-08 13:16:21.661382,2025-01-08 13:16:21.661382,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '1']","['35593', '1']",1,1,0,1,0,0
2025-01-08 13:16:21.661392,2025-01-08 13:16:21.661392,2025-01-08 13:16:21.661397,2025-01-08 13:16:21.661397,5e-06,['127.0.0.1'],['127.0.0.1'],"['42', '35593']","['42', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661726,2025-01-08 13:16:21.661726,2025-01-08 13:16:21.661731,2025-01-08 13:16:21.661731,5e-06,['127.0.0.1'],['127.0.0.1'],"['13', '35593']","['13', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661740,2025-01-08 13:16:21.661740,2025-01-08 13:16:21.661746,2025-01-08 13:16:21.661746,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '37']","['35593', '37']",1,1,0,1,0,0
2025-01-08 13:16:21.661754,2025-01-08 13:16:21.661754,2025-01-08 13:16:21.661759,2025-01-08 13:16:21.661759,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '35']","['35593', '35']",1,1,0,1,0,0
2025-01-08 13:16:21.661768,2025-01-08 13:16:21.661768,2025-01-08 13:16:21.661774,2025-01-08 13:16:21.661774,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '14']","['35593', '14']",1,1,0,1,0,0
2025-01-08 13:16:21.661783,2025-01-08 13:16:21.661783,2025-01-08 13:16:21.661788,2025-01-08 13:16:21.661788,5e-06,['127.0.0.1'],['127.0.0.1'],"['4', '35593']","['4', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661797,2025-01-08 13:16:21.661797,2025-01-08 13:16:21.661802,2025-01-08 13:16:21.661802,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '9']","['9', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661811,2025-01-08 13:16:21.661811,2025-01-08 13:16:21.661816,2025-01-08 13:16:21.661816,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '43']","['43', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661825,2025-01-08 13:16:21.661825,2025-01-08 13:16:21.661831,2025-01-08 13:16:21.661831,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '26']","['35593', '26']",1,1,0,1,0,0
2025-01-08 13:16:21.661839,2025-01-08 13:16:21.661839,2025-01-08 13:16:21.661845,2025-01-08 13:16:21.661845,6e-06,['127.0.0.1'],['127.0.0.1'],"['19', '35593']","['19', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661854,2025-01-08 13:16:21.661854,2025-01-08 13:16:21.661860,2025-01-08 13:16:21.661860,6e-06,['127.0.0.1'],['127.0.0.1'],"['41', '35593']","['41', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661869,2025-01-08 13:16:21.661869,2025-01-08 13:16:21.661873,2025-01-08 13:16:21.661873,4e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '3']","['3', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661882,2025-01-08 13:16:21.661882,2025-01-08 13:16:21.661888,2025-01-08 13:16:21.661888,6e-06,['127.0.0.1'],['127.0.0.1'],"['49', '35593']","['49', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661897,2025-01-08 13:16:21.661897,2025-01-08 13:16:21.661902,2025-01-08 13:16:21.661902,5e-06,['127.0.0.1'],['127.0.0.1'],"['15', '35593']","['15', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661911,2025-01-08 13:16:21.661911,2025-01-08 13:16:21.661916,2025-01-08 13:16:21.661916,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '40']","['35593', '40']",1,1,0,1,0,0
2025-01-08 13:16:21.661925,2025-01-08 13:16:21.661925,2025-01-08 13:16:21.661930,2025-01-08 13:16:21.661930,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '47']","['35593', '47']",1,1,0,1,0,0
2025-01-08 13:16:21.661939,2025-01-08 13:16:21.661939,2025-01-08 13:16:21.661944,2025-01-08 13:16:21.661944,5e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '10']","['10', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661953,2025-01-08 13:16:21.661953,2025-01-08 13:16:21.661959,2025-01-08 13:16:21.661959,6e-06,['127.0.0.1'],['127.0.0.1'],"['44', '35593']","['44', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661967,2025-01-08 13:16:21.661967,2025-01-08 13:16:21.661973,2025-01-08 13:16:21.661973,6e-06,['127.0.0.1'],['127.0.0.1'],"['35593', '38']","['35593', '38']",1,1,0,1,0,0
2025-01-08 13:16:21.661982,2025-01-08 13:16:21.661982,2025-01-08 13:16:21.661987,2025-01-08 13:16:21.661987,5e-06,['127.0.0.1'],['127.0.0.1'],"['48', '35593']","['48', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.661996,2025-01-08 13:16:21.661996,2025-01-08 13:16:21.662001,2025-01-08 13:16:21.662001,5e-06,['127.0.0.1'],['127.0.0.1'],"['20', '35593']","['20', '35593']",1,1,0,1,0,0
2025-01-08 13:16:21.662010,2025-01-08 13:16:21.662010,2025-01-08 13:16:21.662015,2025-01-08 13:16:21.662015,5e-06,['127.0.0.1'],['127.0.0.1'],"['7', '35593']","['7', '35593']",1,1,0,1,0,0
